ORF,baseMean,log2FoldChange,lfcSE,pvalue,padj
YOL100W,242.57587190944753,0.7991199467956261,0.33353540958583117,0.0059090315161548475,0.018150492727184844
YOL101C,10.357846469550186,0.7248249329440045,0.5803761073359259,0.06315658981811549,0.1251834802571017
YOL102C,25.834194023230967,-0.14728577665650705,0.31862768003181197,0.5907919930783216,0.702657224655525
YOL103W,75.5859805749572,-0.48952473698721233,0.23168148523230436,0.021688068151778594,0.05267742938601972
YOL104C,5.212176588108402,0.03551083762538805,0.460690435890918,0.9097590097439023,0.942317217506957
YOL105C,51.02859364202342,0.13559288897601424,0.2683509436485929,0.5736879703823888,0.6873377207681292
YOL107W,22.17053739274537,-1.4253717032226016,0.4629826931660647,2.8369839379982357e-4,0.0013645869506849827
YOL108C,66.54419159510437,0.416960167217876,0.28285478215255244,0.09840713727133875,0.1787090653044442
YOL109W,1019.1495296931573,1.3231780609634585,0.3533358355356064,2.8025580096658372e-5,1.8087278231612597e-4
YOL110W,11.01030776543589,-0.346426535663329,0.4655639290049194,0.2870942223679618,0.41524790761499925
YOL111C,57.54180238969942,0.10457640968996099,0.250628523297385,0.6493616336480804,0.7514681525941235
YOL112W,88.1828620835026,0.09174028105564494,0.2116005721361551,0.6451206308732034,0.7485604719065793
YOL113W,97.10311640656619,0.030496526898957804,0.22043725562715805,0.8834015578682065,0.9236634056186535
YOL114C,18.2124129816993,1.4645342537733423,0.4994111687518791,4.375746777140468e-4,0.0019983484309600286
YOL115W,96.78314384580459,0.8244177365326849,0.2501349999433304,3.6007800062712515e-4,0.0016890879374465704
YOL116W,53.87800470968068,-0.2608718433720992,0.23930918790858843,0.23509785602073377,0.3558581722705591
YOL117W,54.957469049139064,-0.6857749459795683,0.34272549223139215,0.01905948643419791,0.04733038639663608
YOL118C,12.741676540157718,-0.7750791779968752,0.4732194526287462,0.031883523813778195,0.07177153520824811
YOL119C,153.53179612624106,-0.8446833405785855,0.2755681084256593,7.348966326523753e-4,0.003129838958351995
YOL120C,357.9107818722467,-0.4693875160245296,0.19916996443514065,0.01241169436855282,0.033499026207036174
YOL121C,244.56282009259783,-0.37795068165169615,0.1955883550260417,0.04059617558633989,0.08752618914044574
YOL122C,92.90774137812886,-0.12618694049024065,0.23172101917627266,0.5544612825192871,0.6705830132281246
YOL123W,383.88352331213406,1.4160995153325577,0.22723503542747492,7.923426907790979e-11,1.551142874315214e-9
