ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0055085,transmembrane transport,190/1718,461/5857,0.4121475054229935,1.4050919320503334,5.837575176627011,9.246306168138345e-9,1.5210173646587577e-5,1.4093317191015078e-5,YAL005C/YAL022C/YAL053W/YBL030C/YBL099W/YBR021W/YBR043C/YBR069C/YBR091C/YBR127C/YBR180W/YBR220C/YBR235W/YBR295W/YBR296C/YBR298C/YCL005W-A/YCL025C/YCL038C/YCR011C/YCR023C/YCR028C/YCR037C/YCR075C/YCR098C/YDL092W/YDL138W/YDL183C/YDL206W/YDL210W/YDR086C/YDR119W/YDR270W/YDR322C-A/YDR338C/YDR342C/YDR343C/YDR345C/YDR352W/YDR406W/YDR529C/YDR536W/YEL006W/YEL027W/YEL063C/YEL064C/YEL065W/YEL069C/YER019C-A/YER039C/YER053C/YER056C/YER060W/YER103W/YFL050C/YFL054C/YFL055W/YFR033C/YGL008C/YGL077C/YGL080W/YGL139W/YGL186C/YGL191W/YGL253W/YGL254W/YGR121C/YGR125W/YGR138C/YGR191W/YGR217W/YGR243W/YGR257C/YGR260W/YHL008C/YHL016C/YHL028W/YHL036W/YHL040C/YHR002W/YHR039C-A/YHR092C/YHR094C/YHR096C/YHR162W/YHR175W/YIL006W/YIL088C/YIL090W/YIL121W/YIL166C/YIR028W/YJL034W/YJL108C/YJL166W/YJL193W/YJL212C/YJR045C/YJR095W/YJR106W/YJR121W/YJR124C/YJR152W/YKL016C/YKL073W/YKL084W/YKL120W/YKL195W/YKL197C/YKL217W/YKR016W/YKR039W/YKR093W/YKR103W/YKR104W/YKR105C/YLL053C/YLR004C/YLR092W/YLR152C/YLR188W/YLR237W/YLR259C/YLR295C/YLR378C/YLR447C/YML055W/YML081C-A/YML116W/YMR058W/YMR088C/YMR155W/YMR221C/YMR256C/YMR279C/YMR319C/YNL055C/YNL065W/YNL070W/YNL101W/YNL121C/YNL142W/YNL305C/YNL318C/YNL329C/YNR017W/YNR055C/YNR072W/YOL027C/YOL044W/YOL075C/YOL077W-A/YOL126C/YOL130W/YOL137W/YOL158C/YOR011W/YOR020C/YOR045W/YOR065W/YOR079C/YOR100C/YOR161C/YOR232W/YOR273C/YOR306C/YOR328W/YOR348C/YOR390W/YPL026C/YPL036W/YPL063W/YPL078C/YPL092W/YPL098C/YPL189W/YPL265W/YPL271W/YPL274W/YPR011C/YPR020W/YPR058W/YPR115W/YPR124W/YPR128C/YPR133W-A/YPR156C/YPR191W/YPR194C/YPR201W,190
GO:0006091,generation of precursor metabolites and energy,97/1718,206/5857,0.470873786407767,1.6053013777591916,5.69779762085984,3.288767364994282e-8,2.705011157707797e-5,2.5063869181640636e-5,YAL038W/YBL030C/YBR010W/YBR117C/YBR196C/YBR238C/YCR005C/YCR012W/YDL021W/YDL085W/YDR031W/YDR050C/YDR148C/YDR529C/YEL011W/YEL039C/YER054C/YER065C/YER067W/YFL018C/YFL053W/YFR003C/YFR015C/YFR017C/YFR021W/YFR033C/YFR049W/YGL134W/YGL191W/YGL226W/YGL253W/YGR043C/YGR240C/YGR254W/YGR256W/YHR174W/YHR183W/YIL050W/YIL057C/YIR031C/YJL045W/YJL052W/YJL116C/YJL137C/YJL166W/YJR009C/YJR120W/YJR121W/YKL055C/YKL060C/YKL085W/YKL148C/YKL152C/YKR046C/YKR058W/YLR044C/YLR087C/YLR134W/YLR154W-C/YLR164W/YLR174W/YLR258W/YLR446W/YML070W/YMR002W/YMR030W/YMR081C/YMR105C/YMR145C/YMR256C/YMR311C/YNL037C/YNL117W/YNL169C/YNL241C/YNL242W/YNR001C/YNR074C/YOL056W/YOL086C/YOL126C/YOL136C/YOR002W/YOR065W/YOR136W/YOR178C/YOR344C/YOR347C/YOR355W/YOR374W/YPL061W/YPL075W/YPL252C/YPL262W/YPL271W/YPR184W/YPR191W,97
GO:0046034,ATP metabolic process,31/1718,49/5857,0.6326530612244898,2.156838754127961,5.238681146373783,7.946679891720886e-7,4.302472943237323e-4,3.986549877976416e-4,YAL038W/YBL099W/YBR127C/YBR196C/YCR012W/YDL021W/YDR050C/YDR322C-A/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJL116C/YJR009C/YJR121W/YKL016C/YKL060C/YKL152C/YLR295C/YLR446W/YML081C-A/YOL056W/YOL077W-A/YOL136C/YOR344C/YOR347C/YPL075W/YPL078C/YPL271W/YPR020W,31
GO:0043436,oxoacid metabolic process,150/1718,369/5857,0.4065040650406504,1.3858523334942314,4.932779055183901,1.0461940287507168e-6,4.302472943237323e-4,3.986549877976416e-4,YAL012W/YAL038W/YBL015W/YBR112C/YBR196C/YBR218C/YCL009C/YCL018W/YCL064C/YCR005C/YCR012W/YCR037C/YDL015C/YDL021W/YDR050C/YDR089W/YDR148C/YDR253C/YDR354W/YDR452W/YDR511W/YDR539W/YEL020C/YEL046C/YEL071W/YER010C/YER040W/YER043C/YER052C/YER055C/YER061C/YER065C/YER073W/YFL018C/YFR049W/YFR055W/YGL009C/YGL055W/YGL062W/YGL148W/YGL184C/YGL196W/YGL205W/YGL253W/YGR087C/YGR124W/YGR204W/YGR240C/YGR254W/YGR256W/YHR033W/YHR037W/YHR063C/YHR067W/YHR174W/YHR183W/YHR205W/YIL009W/YIL020C/YIL051C/YIL074C/YIR017C/YIR023W/YIR031C/YIR033W/YJL012C/YJL052W/YJL060W/YJL088W/YJL097W/YJL130C/YJL196C/YJR009C/YJR010W/YJR019C/YJR024C/YJR078W/YJR137C/YJR148W/YKL001C/YKL055C/YKL060C/YKL085W/YKL106W/YKL152C/YKL182W/YKR009C/YKR034W/YKR069W/YLL027W/YLL058W/YLL062C/YLR044C/YLR134W/YLR142W/YLR153C/YLR174W/YLR231C/YLR303W/YLR351C/YLR380W/YLR438W/YLR446W/YML054C/YML076C/YML099C/YMR009W/YMR169C/YMR170C/YMR207C/YMR246W/YMR272C/YMR280C/YMR322C/YNL037C/YNL103W/YNL117W/YNL229C/YNL239W/YNL256W/YNL277W/YNR001C/YNR016C/YOL002C/YOL056W/YOL058W/YOL126C/YOL136C/YOL140W/YOR100C/YOR136W/YOR344C/YOR347C/YOR363C/YOR374W/YOR391C/YPL061W/YPL075W/YPL095C/YPL111W/YPL231W/YPL262W/YPL273W/YPL280W/YPR002W/YPR006C/YPR035W/YPR118W/YPR128C/YPR167C,150
GO:0006082,organic acid metabolic process,150/1718,371/5857,0.40431266846361186,1.378381431426877,4.8512456861820565,1.5259600462677842e-6,4.652587282905933e-4,4.310955933865168e-4,YAL012W/YAL038W/YBL015W/YBR112C/YBR196C/YBR218C/YCL009C/YCL018W/YCL064C/YCR005C/YCR012W/YCR037C/YDL015C/YDL021W/YDR050C/YDR089W/YDR148C/YDR253C/YDR354W/YDR452W/YDR511W/YDR539W/YEL020C/YEL046C/YEL071W/YER010C/YER040W/YER043C/YER052C/YER055C/YER061C/YER065C/YER073W/YFL018C/YFR049W/YFR055W/YGL009C/YGL055W/YGL062W/YGL148W/YGL184C/YGL196W/YGL205W/YGL253W/YGR087C/YGR124W/YGR204W/YGR240C/YGR254W/YGR256W/YHR033W/YHR037W/YHR063C/YHR067W/YHR174W/YHR183W/YHR205W/YIL009W/YIL020C/YIL051C/YIL074C/YIR017C/YIR023W/YIR031C/YIR033W/YJL012C/YJL052W/YJL060W/YJL088W/YJL097W/YJL130C/YJL196C/YJR009C/YJR010W/YJR019C/YJR024C/YJR078W/YJR137C/YJR148W/YKL001C/YKL055C/YKL060C/YKL085W/YKL106W/YKL152C/YKL182W/YKR009C/YKR034W/YKR069W/YLL027W/YLL058W/YLL062C/YLR044C/YLR134W/YLR142W/YLR153C/YLR174W/YLR231C/YLR303W/YLR351C/YLR380W/YLR438W/YLR446W/YML054C/YML076C/YML099C/YMR009W/YMR169C/YMR170C/YMR207C/YMR246W/YMR272C/YMR280C/YMR322C/YNL037C/YNL103W/YNL117W/YNL229C/YNL239W/YNL256W/YNL277W/YNR001C/YNR016C/YOL002C/YOL056W/YOL058W/YOL126C/YOL136C/YOL140W/YOR100C/YOR136W/YOR344C/YOR347C/YOR363C/YOR374W/YOR391C/YPL061W/YPL075W/YPL095C/YPL111W/YPL231W/YPL262W/YPL273W/YPL280W/YPR002W/YPR006C/YPR035W/YPR118W/YPR128C/YPR167C,150
GO:0032787,monocarboxylic acid metabolic process,80/1718,174/5857,0.45977011494252873,1.5674467771934755,4.89525512175577,1.7917101126966253e-6,4.652587282905933e-4,4.310955933865168e-4,YAL038W/YBL015W/YBR112C/YBR196C/YBR218C/YCL018W/YCR012W/YDL015C/YDL021W/YDR050C/YDR539W/YEL020C/YEL071W/YER010C/YER061C/YER065C/YER073W/YFL018C/YFR055W/YGL055W/YGL062W/YGL205W/YGL253W/YGR240C/YGR254W/YGR256W/YHR063C/YHR067W/YHR174W/YHR183W/YIL009W/YIR023W/YIR031C/YIR033W/YJL052W/YJL060W/YJL097W/YJL196C/YJR009C/YJR019C/YKL055C/YKL060C/YKL152C/YKL182W/YKR009C/YLL027W/YLR044C/YLR134W/YLR153C/YLR174W/YLR231C/YLR380W/YLR446W/YML054C/YMR169C/YMR170C/YMR207C/YMR246W/YMR272C/YMR280C/YMR322C/YNL117W/YNR016C/YOL002C/YOL056W/YOL136C/YOR100C/YOR344C/YOR347C/YOR363C/YOR374W/YOR391C/YPL061W/YPL075W/YPL095C/YPL231W/YPL280W/YPR002W/YPR006C/YPR128C,80
GO:0019752,carboxylic acid metabolic process,143/1718,352/5857,0.40625,1.3849861757857975,4.7995686248388125,1.9798243757046523e-6,4.652587282905933e-4,4.310955933865168e-4,YAL012W/YAL038W/YBL015W/YBR112C/YBR196C/YBR218C/YCL009C/YCL018W/YCL064C/YCR005C/YCR012W/YDL015C/YDL021W/YDR050C/YDR148C/YDR253C/YDR354W/YDR511W/YDR539W/YEL020C/YEL046C/YEL071W/YER010C/YER043C/YER052C/YER055C/YER061C/YER065C/YER073W/YFL018C/YFR049W/YFR055W/YGL009C/YGL055W/YGL062W/YGL148W/YGL184C/YGL196W/YGL205W/YGL253W/YGR087C/YGR124W/YGR204W/YGR240C/YGR254W/YGR256W/YHR033W/YHR037W/YHR063C/YHR067W/YHR174W/YHR183W/YHR205W/YIL009W/YIL020C/YIL051C/YIL074C/YIR017C/YIR023W/YIR031C/YIR033W/YJL052W/YJL060W/YJL088W/YJL097W/YJL130C/YJL196C/YJR009C/YJR010W/YJR019C/YJR024C/YJR078W/YJR137C/YJR148W/YKL001C/YKL055C/YKL060C/YKL085W/YKL106W/YKL152C/YKL182W/YKR009C/YKR069W/YLL027W/YLL058W/YLL062C/YLR044C/YLR134W/YLR142W/YLR153C/YLR174W/YLR231C/YLR303W/YLR351C/YLR380W/YLR438W/YLR446W/YML054C/YML076C/YML099C/YMR009W/YMR169C/YMR170C/YMR207C/YMR246W/YMR272C/YMR280C/YMR322C/YNL037C/YNL103W/YNL117W/YNL239W/YNL256W/YNL277W/YNR001C/YNR016C/YOL002C/YOL056W/YOL058W/YOL126C/YOL136C/YOL140W/YOR100C/YOR136W/YOR344C/YOR347C/YOR363C/YOR374W/YOR391C/YPL061W/YPL075W/YPL095C/YPL111W/YPL231W/YPL262W/YPL273W/YPL280W/YPR002W/YPR006C/YPR035W/YPR118W/YPR128C/YPR167C,143
GO:0009144,purine nucleoside triphosphate metabolic process,32/1718,56/5857,0.5714285714285714,1.9481124230833193,4.592686683122169,1.2117238931536937e-5,0.0024916072552972827,0.0023086528911665113,YAL038W/YBL099W/YBR127C/YBR196C/YBR252W/YCR012W/YDL021W/YDR050C/YDR322C-A/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJL116C/YJR009C/YJR121W/YKL016C/YKL060C/YKL152C/YLR295C/YLR446W/YML081C-A/YOL056W/YOL077W-A/YOL136C/YOR344C/YOR347C/YPL075W/YPL078C/YPL271W/YPR020W,32
GO:0009205,purine ribonucleoside triphosphate metabolic process,31/1718,54/5857,0.5740740740740741,1.9571314620790756,4.552045427189853,1.4579770738340692e-5,0.002664858096063382,0.0024691822256277573,YAL038W/YBL099W/YBR127C/YBR196C/YCR012W/YDL021W/YDR050C/YDR322C-A/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJL116C/YJR009C/YJR121W/YKL016C/YKL060C/YKL152C/YLR295C/YLR446W/YML081C-A/YOL056W/YOL077W-A/YOL136C/YOR344C/YOR347C/YPL075W/YPL078C/YPL271W/YPR020W,31
GO:0009199,ribonucleoside triphosphate metabolic process,33/1718,59/5857,0.559322033898305,1.9068388547976558,4.510050665191988,1.6461659605975163e-5,0.0027079430051829144,0.0025091034852054777,YAL038W/YBL099W/YBR127C/YBR196C/YCR012W/YDL021W/YDR050C/YDR322C-A/YER005W/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJL116C/YJR009C/YJR121W/YKL016C/YKL060C/YKL152C/YLR295C/YLR446W/YML081C-A/YNR012W/YOL056W/YOL077W-A/YOL136C/YOR344C/YOR347C/YPL075W/YPL078C/YPL271W/YPR020W,33
GO:0009141,nucleoside triphosphate metabolic process,36/1718,67/5857,0.5373134328358209,1.831807203794763,4.411488965654295,2.2816294691478942e-5,0.0034120731606802597,0.0031615305945704793,YAL038W/YBL099W/YBR127C/YBR196C/YBR252W/YCR012W/YCR026C/YDL021W/YDR050C/YDR322C-A/YER005W/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJL116C/YJR009C/YJR121W/YKL016C/YKL060C/YKL152C/YLR295C/YLR446W/YML081C-A/YNR012W/YOL056W/YOL077W-A/YOL136C/YOR074C/YOR344C/YOR347C/YPL075W/YPL078C/YPL271W/YPR020W,36
GO:0006090,pyruvate metabolic process,27/1718,46/5857,0.5869565217391305,2.0010502606671055,4.39110439013026,3.010130957260214e-5,0.004126387853910877,0.0038233944088708685,YAL038W/YBR196C/YBR218C/YCR012W/YDL021W/YDR050C/YFL018C/YFR055W/YGL062W/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR044C/YLR134W/YLR153C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YOR374W/YPL075W,27
GO:0015980,energy derivation by oxidation of organic compounds,70/1718,159/5857,0.44025157232704404,1.5009042253314884,4.1253085361191735,4.725497559703249e-5,0.005863395355304344,0.0054328564866297805,YBL030C/YBR010W/YBR238C/YCR005C/YDL085W/YDR031W/YDR148C/YDR529C/YEL011W/YEL039C/YER054C/YER065C/YER067W/YFL018C/YFL053W/YFR003C/YFR015C/YFR017C/YFR021W/YFR033C/YFR049W/YGL134W/YGL191W/YGL226W/YIL050W/YIL057C/YIR031C/YJL045W/YJL116C/YJL137C/YJL166W/YJR120W/YJR121W/YKL055C/YKL085W/YKL148C/YKR046C/YKR058W/YLR044C/YLR087C/YLR134W/YLR154W-C/YLR164W/YLR174W/YLR258W/YML070W/YMR002W/YMR030W/YMR081C/YMR105C/YMR145C/YMR256C/YMR311C/YNL037C/YNL117W/YNL169C/YNL242W/YNR001C/YNR074C/YOL086C/YOL126C/YOR002W/YOR065W/YOR136W/YOR178C/YOR355W/YPL262W/YPL271W/YPR184W/YPR191W,70
GO:0009191,ribonucleoside diphosphate catabolic process,20/1718,31/5857,0.6451612903225806,2.199481767997296,4.313736949996071,4.990123706641994e-5,0.005863395355304344,0.0054328564866297805,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YER005W/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,20
GO:0072526,pyridine-containing compound catabolic process,21/1718,34/5857,0.6176470588235294,2.105680339656235,4.1654320224303625,8.280980129316068e-5,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YHR202W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W/YPR127W,21
GO:0015849,organic acid transport,39/1718,78/5857,0.5,1.7045983701979046,4.035775401827474,8.927546782723272e-5,0.007664968424803438,0.007102143195722527,YBR043C/YBR069C/YCL025C/YCR028C/YCR075C/YDL210W/YEL062W/YEL063C/YEL064C/YGL077C/YGL080W/YGR191W/YGR243W/YGR260W/YHL036W/YHR162W/YIL006W/YIL088C/YIL121W/YIL166C/YJL078C/YJL079C/YJL193W/YJR095W/YJR152W/YKL120W/YKL217W/YKR013W/YKR039W/YKR105C/YMR034C/YMR246W/YNL065W/YNL101W/YOL147C/YOR049C/YOR348C/YPL265W/YPR058W,39
GO:0009134,nucleoside diphosphate catabolic process,20/1718,32/5857,0.625,2.130747962747381,4.131970753127395,9.655546732257163e-5,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YER005W/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,20
GO:0019364,pyridine nucleotide catabolic process,20/1718,32/5857,0.625,2.130747962747381,4.131970753127395,9.655546732257163e-5,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YHR202W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,20
GO:0072523,purine-containing compound catabolic process,26/1718,46/5857,0.5652173913043478,1.926937288049805,4.066008026628435,1.023261697426502e-4,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YBR252W/YCR012W/YDL021W/YDL238C/YDR050C/YER043C/YGL253W/YGR240C/YGR254W/YHR174W/YHR202W/YIR027C/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YNL141W/YNR001C/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,26
GO:0046942,carboxylic acid transport,38/1718,76/5857,0.5,1.7045983701979046,3.983009537124252,1.0958238704887225e-4,0.007664968424803438,0.007102143195722527,YBR043C/YBR069C/YCL025C/YCR028C/YCR075C/YDL210W/YEL062W/YEL063C/YEL064C/YGL077C/YGL080W/YGR191W/YGR243W/YGR260W/YHL036W/YHR162W/YIL006W/YIL088C/YIL121W/YJL078C/YJL079C/YJL193W/YJR095W/YJR152W/YKL120W/YKL217W/YKR013W/YKR039W/YKR105C/YMR034C/YMR246W/YNL065W/YNL101W/YOL147C/YOR049C/YOR348C/YPL265W/YPR058W,38
GO:0006096,glycolytic process,19/1718,30/5857,0.6333333333333333,2.159157935584012,4.100578512598863,1.1182932656248177e-4,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,19
GO:0009137,purine nucleoside diphosphate catabolic process,19/1718,30/5857,0.6333333333333333,2.159157935584012,4.100578512598863,1.1182932656248177e-4,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,19
GO:0009181,purine ribonucleoside diphosphate catabolic process,19/1718,30/5857,0.6333333333333333,2.159157935584012,4.100578512598863,1.1182932656248177e-4,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,19
GO:0046032,ADP catabolic process,19/1718,30/5857,0.6333333333333333,2.159157935584012,4.100578512598863,1.1182932656248177e-4,0.007664968424803438,0.007102143195722527,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,19
GO:0006195,purine nucleotide catabolic process,21/1718,35/5857,0.6,2.045518044237485,3.9966291786349752,1.5016479072669565e-4,0.009880843229816574,0.009155310188305487,YAL038W/YBR196C/YBR252W/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YHR202W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,21
GO:0009261,ribonucleotide catabolic process,20/1718,33/5857,0.6060606060606061,2.066179842664127,3.9567731756871343,1.7792019844899425e-4,0.011256874094176752,0.01043030151231351,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YER005W/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,20
GO:0006825,copper ion transport,13/1718,18/5857,0.7222222222222222,2.462197645841418,4.002556727835823,2.0477540537662664e-4,0.012326329865215053,0.011421229016049526,YDR270W/YER053C/YHR175W/YIL121W/YLL009C/YLL051C/YLR214W/YMR319C/YNL259C/YOL152W/YOR381W/YOR384W/YPR124W,13
GO:0005975,carbohydrate metabolic process,101/1718,255/5857,0.396078431372549,1.350309297176379,3.684805782503349,2.0980987004621366e-4,0.012326329865215053,0.011421229016049526,YAL038W/YBR196C/YBR218C/YBR298C/YBR299W/YCL018W/YCR005C/YCR012W/YDL021W/YDL049C/YDL085W/YDL236W/YDR050C/YDR420W/YDR511W/YEL011W/YEL012W/YEL070W/YER054C/YER065C/YFL053W/YFR003C/YFR015C/YFR017C/YFR021W/YFR042W/YGL062W/YGL134W/YGL156W/YGL253W/YGR043C/YGR143W/YGR189C/YGR229C/YGR240C/YGR254W/YGR256W/YGR287C/YGR292W/YHL032C/YHR043C/YHR101C/YHR174W/YHR183W/YIL050W/YIL053W/YIL107C/YIL123W/YIL155C/YIL162W/YIL172C/YIR031C/YJL034W/YJL052W/YJL089W/YJL137C/YJL155C/YJL216C/YJR009C/YJR159W/YKL048C/YKL060C/YKL152C/YKR058W/YKR097W/YLR044C/YLR134W/YLR174W/YLR258W/YLR300W/YLR377C/YLR446W/YML028W/YML051W/YML070W/YMR105C/YMR145C/YMR280C/YMR305C/YMR311C/YNL117W/YNL241C/YNL242W/YNR001C/YNR067C/YNR071C/YNR073C/YOL030W/YOL056W/YOL086C/YOL126C/YOL132W/YOL136C/YOR047C/YOR178C/YOR190W/YOR344C/YOR347C/YPL075W/YPL201C/YPR184W,101
GO:0019362,pyridine nucleotide metabolic process,41/1718,86/5857,0.47674418604651164,1.6253147250724207,3.763455149220487,2.2790905610626304e-4,0.012927944734303542,0.011978668357236622,YAL038W/YBR117C/YBR196C/YCL047C/YCR012W/YDL021W/YDL085W/YDR050C/YGL037C/YGL253W/YGR010W/YGR043C/YGR240C/YGR254W/YGR256W/YHR074W/YHR174W/YHR183W/YHR202W/YIL155C/YJL052W/YJR009C/YJR078W/YKL060C/YKL152C/YLR174W/YLR231C/YLR446W/YMR145C/YMR303C/YNL129W/YNL200C/YNL241C/YOL056W/YOL086C/YOL136C/YOR344C/YOR347C/YOR374W/YPL061W/YPL075W,41
GO:0046434,organophosphate catabolic process,32/1718,63/5857,0.5079365079365079,1.7316554871851728,3.761422030555393,2.603803383360751e-4,0.014277521885428118,0.013229148417917077,YAL038W/YBR196C/YBR242W/YBR252W/YCR012W/YCR068W/YDL021W/YDR050C/YER005W/YGL101W/YGL253W/YGR240C/YGR254W/YHR046C/YHR174W/YHR202W/YJL052W/YJR009C/YKL060C/YKL152C/YKR031C/YLR380W/YLR446W/YNR001C/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W/YPL103C/YPL110C/YPL206C,32
GO:0015711,organic anion transport,53/1718,119/5857,0.44537815126050423,1.5183817415208225,3.680504098572879,2.700017097342078e-4,0.014327510081057154,0.013275466067746449,YAL053W/YBL030C/YBR043C/YBR069C/YBR220C/YCL025C/YCR028C/YCR075C/YCR098C/YDL210W/YEL062W/YEL063C/YEL064C/YGL077C/YGL080W/YGL139W/YGR191W/YGR206W/YGR243W/YGR257C/YGR260W/YHL002W/YHL036W/YHR002W/YHR162W/YIL006W/YIL088C/YIL121W/YIL166C/YJL078C/YJL079C/YJL193W/YJR095W/YJR152W/YKL120W/YKL217W/YKR013W/YKR039W/YKR105C/YMR034C/YMR246W/YNL065W/YNL101W/YOL147C/YOL158C/YOR049C/YOR306C/YOR348C/YPL002C/YPL265W/YPR011C/YPR058W/YPR128C,53
GO:0006006,glucose metabolic process,31/1718,61/5857,0.5081967213114754,1.7325426057749194,3.705083659602341,3.1993636758164133e-4,0.01644672889599375,0.015239074350599232,YBR196C/YBR218C/YCR012W/YDL085W/YDR050C/YDR511W/YEL012W/YGL062W/YGL253W/YGR240C/YHR043C/YJL052W/YJL089W/YJL155C/YJR009C/YKL060C/YKL152C/YKR097W/YLR044C/YLR134W/YLR377C/YLR446W/YML028W/YMR105C/YMR145C/YMR280C/YNL241C/YNR071C/YOL086C/YOL126C/YOR047C,31
GO:0006066,alcohol metabolic process,57/1718,131/5857,0.4351145038167939,1.4833909481111536,3.604731238889855,3.397015691283092e-4,0.01690907807582794,0.015667474038585094,YAL061W/YCR048W/YCR105W/YDL085W/YDL168W/YDR050C/YDR315C/YEL070W/YER073W/YFL053W/YGL001C/YGL012W/YGR060W/YGR087C/YGR144W/YGR175C/YHL032C/YHR007C/YHR046C/YHR072W/YHR079C/YIL053W/YIL155C/YJR159W/YLR044C/YLR056W/YLR100W/YLR134W/YLR174W/YLR410W/YLR450W/YML070W/YML075C/YML087C/YML125C/YMR015C/YMR101C/YMR145C/YMR202W/YMR208W/YMR296C/YMR303C/YNL037C/YNL280C/YNR043W/YNR073C/YOL032W/YOL055C/YOL086C/YOR136W/YOR171C/YOR374W/YPL028W/YPL061W/YPL103C/YPL201C/YPR121W,57
GO:0009166,nucleotide catabolic process,22/1718,39/5857,0.5641025641025641,1.9231366227873794,3.7262829240491926,3.6189197082983843e-4,0.01690907807582794,0.015667474038585094,YAL038W/YBR196C/YBR252W/YCR012W/YDL021W/YDR050C/YER005W/YGL253W/YGR240C/YGR254W/YHR174W/YHR202W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,22
GO:0009154,purine ribonucleotide catabolic process,19/1718,32/5857,0.59375,2.0242105646100117,3.7426625892211605,3.7551341835930657e-4,0.01690907807582794,0.015667474038585094,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,19
GO:0046031,ADP metabolic process,19/1718,32/5857,0.59375,2.0242105646100117,3.7426625892211605,3.7551341835930657e-4,0.01690907807582794,0.015667474038585094,YAL038W/YBR196C/YCR012W/YDL021W/YDR050C/YGL253W/YGR240C/YGR254W/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR446W/YOL056W/YOL136C/YOR344C/YOR347C/YPL075W,19
